"Date","Price","Open","High","Low","Change %"
"03/27/2026","93.010","92.660","93.010","92.370","0.18%"
"03/26/2026","92.840","93.150","93.170","92.840","-0.65%"
"03/25/2026","93.450","93.250","93.560","93.250","0.35%"
"03/24/2026","93.120","93.510","93.510","92.900","-0.24%"
"03/23/2026","93.340","92.660","93.830","90.910","0.24%"
"03/20/2026","93.120","93.920","93.920","93.100","-0.66%"
"03/19/2026","93.740","93.740","93.850","93.370","-0.30%"
"03/18/2026","94.020","94.500","94.520","93.950","-0.27%"
"03/17/2026","94.270","94.180","94.430","94.170","0.14%"
"03/16/2026","94.140","93.990","94.320","93.970","0.27%"
"03/13/2026","93.890","93.870","94.180","93.870","-0.23%"
"03/12/2026","94.110","94.180","94.330","93.920","-0.21%"
"03/11/2026","94.310","94.690","94.690","94.270","-0.67%"
"03/10/2026","94.950","95.040","95.040","94.720","0.56%"
"03/09/2026","94.420","93.820","94.500","93.720","0.01%"
"03/06/2026","94.410","94.910","94.910","94.180","-0.41%"
"03/05/2026","94.800","95.210","95.330","94.800","-0.68%"
"03/04/2026","95.450","95.200","95.450","95.120","0.37%"
"03/03/2026","95.100","95.450","95.450","94.980","-0.68%"
"03/02/2026","95.750","96.050","96.050","95.710","-0.37%"
"02/27/2026","96.110","95.990","96.110","95.940","0.14%"
"02/26/2026","95.980","95.960","96.030","95.910","0.00%"
"02/25/2026","95.980","95.940","95.980","95.900","0.04%"
"02/24/2026","95.940","95.940","95.960","95.890","0.03%"
"02/23/2026","95.910","95.840","95.920","95.810","0.13%"
"02/20/2026","95.790","95.830","95.830","95.750","-0.02%"
"02/19/2026","95.810","95.750","95.810","95.710","-0.04%"
"02/18/2026","95.850","95.810","95.860","95.770","0.04%"
"02/17/2026","95.810","95.870","95.870","95.800","0.04%"
"02/16/2026","95.770","95.850","95.860","95.720","0.01%"
"02/13/2026","95.760","95.740","95.820","95.700","0.06%"
"02/12/2026","95.700","95.600","95.720","95.600","0.04%"
"02/11/2026","95.660","95.670","95.670","95.510","0.03%"
"02/10/2026","95.630","95.550","95.630","95.510","0.13%"
"02/09/2026","95.510","95.440","95.520","95.370","0.10%"
"02/06/2026","95.410","95.430","95.480","95.380","0.06%"
"02/05/2026","95.350","95.310","95.380","95.250","-0.01%"
"02/04/2026","95.360","95.300","95.370","95.280","0.12%"
"02/03/2026","95.250","95.290","95.290","95.210","-0.04%"
"02/02/2026","95.290","95.390","95.440","95.270","-0.14%"
"01/30/2026","95.420","95.410","95.450","95.350","-0.05%"
"01/29/2026","95.470","95.400","95.470","95.350","0.09%"
"01/28/2026","95.380","95.380","95.440","95.350","0.08%"
"01/27/2026","95.300","95.250","95.320","95.200","0.03%"
"01/26/2026","95.270","95.170","95.280","95.120","0.16%"
"01/23/2026","95.120","95.120","95.140","95.040","0.01%"
"01/22/2026","95.110","95.080","95.190","95.080","0.02%"
"01/21/2026","95.090","95.260","95.310","95.080","-0.09%"
"01/20/2026","95.180","95.180","95.200","95.030","-0.06%"
"01/19/2026","95.240","95.270","95.290","95.210","0.09%"
"01/16/2026","95.150","95.250","95.260","95.140","-0.16%"
"01/15/2026","95.300","95.240","95.300","95.180","0.08%"
"01/14/2026","95.220","95.170","95.250","95.110","0.11%"
"01/13/2026","95.120","95.120","95.150","95.060","-0.04%"
"01/12/2026","95.160","95.100","95.190","95.050","0.06%"
"01/09/2026","95.100","95.070","95.230","95.040","0.06%"
"01/08/2026","95.040","95.030","95.040","94.950","-0.02%"
"01/07/2026","95.060","95.180","95.180","95.050","0.11%"
"01/06/2026","94.960","94.830","95.030","94.810","0.13%"
"01/05/2026","94.840","94.700","94.840","94.700","0.14%"
"01/02/2026","94.710","94.770","95.470","94.610","-0.21%"
"12/30/2025","94.910","95.000","95.000","94.880","-0.12%"
"12/29/2025","95.020","94.830","95.020","94.820","0.32%"
"12/23/2025","94.720","94.720","94.790","94.670","0.13%"
"12/22/2025","94.600","94.660","94.730","94.540","-0.08%"
"12/19/2025","94.680","94.810","94.830","94.650","-0.15%"
"12/18/2025","94.820","94.780","94.860","94.630","0.16%"
"12/17/2025","94.670","94.860","94.860","94.670","-0.07%"
"12/16/2025","94.740","94.650","94.750","94.650","0.10%"
"12/15/2025","94.650","94.670","94.720","94.620","0.10%"
"12/12/2025","94.560","94.650","94.660","94.500","-0.06%"
"12/11/2025","94.620","94.500","94.620","94.490","0.10%"
"12/10/2025","94.530","94.510","94.530","94.280","-0.03%"
"12/09/2025","94.560","94.450","94.570","94.360","0.06%"
"12/08/2025","94.500","94.820","94.820","94.460","-0.43%"
"12/05/2025","94.910","94.980","95.020","94.900","-0.07%"
"12/04/2025","94.980","95.110","95.140","94.960","-0.17%"
"12/03/2025","95.140","95.040","95.160","95.040","0.14%"
"12/02/2025","95.010","95.070","95.070","94.980","-0.04%"
"12/01/2025","95.050","95.200","95.220","95.030","-0.23%"
"11/28/2025","95.270","95.290","95.350","95.220","-0.03%"
"11/27/2025","95.300","95.360","95.370","95.240","-0.04%"
"11/26/2025","95.340","95.250","95.340","95.210","0.05%"
"11/25/2025","95.290","95.140","95.300","95.120","0.17%"
"11/24/2025","95.130","95.210","95.220","95.100","0.01%"
"11/21/2025","95.120","95.130","95.240","95.120","0.01%"
"11/20/2025","95.110","95.130","95.130","94.970","0.00%"
"11/19/2025","95.110","95.100","95.240","95.090","0.03%"
"11/18/2025","95.080","95.100","95.170","95.080","-0.24%"
"11/17/2025","95.310","94.990","95.310","94.990","0.28%"
"11/14/2025","95.040","95.040","95.080","95.000","-0.11%"
"11/13/2025","95.140","95.330","95.400","95.140","-0.24%"
"11/12/2025","95.370","95.250","95.370","95.190","0.08%"
"11/11/2025","95.290","95.220","95.300","95.200","0.03%"
"11/10/2025","95.260","95.120","95.270","95.110","0.12%"
"11/07/2025","95.150","95.170","95.200","95.130","-0.05%"
"11/06/2025","95.200","95.210","95.260","95.170","0.02%"
"11/05/2025","95.180","95.320","95.330","95.180","-0.13%"
"11/04/2025","95.300","95.260","95.320","95.260","0.03%"
"11/03/2025","95.270","95.330","95.370","95.260","-0.05%"
"10/31/2025","95.320","95.250","95.330","95.210","0.03%"
"10/30/2025","95.290","95.250","95.290","95.120","-0.08%"
"10/29/2025","95.370","95.360","95.370","95.290","0.08%"
"10/28/2025","95.290","95.300","95.350","95.270","-0.01%"
"10/27/2025","95.300","95.180","95.310","95.180","0.06%"
"10/24/2025","95.240","95.470","95.490","95.240","-0.22%"
"10/23/2025","95.450","95.530","95.530","95.450","-0.10%"
"10/22/2025","95.550","95.600","95.610","95.510","0.01%"
"10/21/2025","95.540","95.500","95.560","95.450","0.08%"
"10/20/2025","95.460","95.400","95.460","95.350","0.01%"
"10/17/2025","95.450","95.590","95.630","95.430","-0.07%"
"10/16/2025","95.520","95.370","95.520","95.370","0.07%"
"10/15/2025","95.450","95.350","95.460","95.280","0.24%"
"10/14/2025","95.220","95.160","95.250","95.160","0.11%"
"10/13/2025","95.120","95.000","95.120","94.930","0.15%"
"10/10/2025","94.980","94.830","95.020","94.760","0.24%"
"10/09/2025","94.750","94.870","94.890","94.750","-0.13%"
"10/08/2025","94.870","94.720","94.880","94.720","0.29%"
"10/07/2025","94.600","94.620","94.620","94.530","-0.04%"
"10/06/2025","94.640","94.650","94.660","94.530","-0.03%"
"10/03/2025","94.670","94.670","94.720","94.640","0.00%"
"10/02/2025","94.670","94.700","94.730","94.580","-0.03%"
"10/01/2025","94.700","94.520","94.760","94.460","0.11%"
"09/30/2025","94.600","94.610","94.660","94.520","0.05%"
"09/29/2025","94.550","94.550","94.580","94.490","0.12%"
"09/26/2025","94.440","94.360","94.500","94.290","0.16%"
"09/25/2025","94.290","94.450","94.530","94.250","-0.23%"
"09/24/2025","94.510","94.590","94.590","94.500","-0.04%"
"09/23/2025","94.550","94.700","94.700","94.550","-0.12%"
"09/22/2025","94.660","94.630","94.690","94.600","0.05%"
"09/19/2025","94.610","94.640","94.660","94.590","-0.08%"
"09/18/2025","94.690","94.870","94.880","94.650","-0.12%"
"09/17/2025","94.800","94.870","94.870","94.770","0.00%"
"09/16/2025","94.800","94.790","94.840","94.710","-0.01%"
"09/15/2025","94.810","94.660","94.810","94.640","0.18%"
"09/12/2025","94.640","94.770","94.820","94.570","-0.15%"
"09/11/2025","94.780","94.870","95.000","94.730","-0.12%"
"09/10/2025","94.890","94.900","94.940","94.800","-0.01%"
"09/09/2025","94.900","94.960","94.960","94.850","-0.09%"
"09/08/2025","94.990","94.810","95.000","94.810","0.16%"
"09/05/2025","94.840","94.660","94.900","94.580","0.35%"
"09/04/2025","94.510","94.410","94.590","94.410","0.14%"
"09/03/2025","94.380","94.200","94.400","94.110","0.27%"
"09/02/2025","94.130","94.300","94.300","94.060","-0.25%"
"09/01/2025","94.370","94.450","94.470","94.350","-0.14%"
"08/29/2025","94.500","94.660","94.660","94.500","-0.12%"
"08/28/2025","94.610","94.610","94.660","94.500","0.06%"
"08/27/2025","94.550","94.560","94.620","94.460","0.02%"
"08/26/2025","94.530","94.480","94.540","94.410","0.14%"
"08/25/2025","94.400","94.610","94.610","94.350","-0.27%"
"08/22/2025","94.660","94.420","94.660","94.370","0.24%"
"08/21/2025","94.430","94.690","94.690","94.390","-0.27%"
"08/20/2025","94.690","94.560","94.700","94.550","0.17%"
"08/19/2025","94.530","94.490","94.550","94.460","0.04%"
"08/18/2025","94.490","94.430","94.610","94.430","-0.28%"
"08/14/2025","94.760","94.930","94.970","94.750","-0.09%"
"08/13/2025","94.850","94.690","94.850","94.690","0.27%"
"08/12/2025","94.590","94.670","94.700","94.450","-0.08%"
"08/11/2025","94.670","94.730","94.810","94.620","-0.02%"
"08/08/2025","94.690","94.910","94.920","94.650","-0.25%"
"08/07/2025","94.930","94.920","94.990","94.820","-0.01%"
"08/06/2025","94.940","94.890","94.990","94.890","-0.04%"
"08/05/2025","94.980","94.960","95.010","94.910","0.09%"
"08/04/2025","94.890","94.670","94.930","94.590","0.22%"
"08/01/2025","94.680","94.370","94.810","94.350","0.13%"
"07/31/2025","94.560","94.560","94.580","94.460","0.08%"
"07/30/2025","94.480","94.510","94.600","94.400","-0.16%"
"07/29/2025","94.630","94.610","94.670","94.520","0.00%"
"07/28/2025","94.630","94.440","94.650","94.440","0.26%"
"07/25/2025","94.380","94.300","94.380","94.090","-0.14%"
"07/24/2025","94.510","94.820","94.830","94.490","-0.62%"
"07/23/2025","95.100","95.010","95.100","94.950","0.02%"
"07/22/2025","95.080","94.930","95.080","94.890","0.06%"
"07/21/2025","95.020","94.750","95.020","94.750","0.44%"
"07/18/2025","94.600","94.550","94.600","94.470","-0.01%"
"07/17/2025","94.610","94.550","94.660","94.500","-0.01%"
"07/16/2025","94.620","94.400","94.620","94.370","0.20%"
"07/15/2025","94.430","94.420","94.620","94.420","0.14%"
"07/14/2025","94.300","94.370","94.400","94.280","-0.02%"
"07/11/2025","94.320","94.350","94.420","94.260","-0.10%"
"07/10/2025","94.410","94.640","94.640","94.410","-0.16%"
"07/09/2025","94.560","94.530","94.610","94.480","0.05%"
"07/08/2025","94.510","94.600","94.600","94.430","-0.20%"
"07/07/2025","94.700","94.940","94.940","94.660","-0.24%"
"07/04/2025","94.930","94.920","94.980","94.870","0.14%"
"07/03/2025","94.800","94.640","94.800","94.580","0.28%"
"07/02/2025","94.540","94.700","94.730","94.470","-0.27%"
"07/01/2025","94.800","94.760","94.990","94.740","0.06%"
"06/30/2025","94.740","94.660","94.810","94.630","0.18%"
"06/27/2025","94.570","94.790","94.790","94.550","-0.19%"
"06/26/2025","94.750","94.740","94.840","94.720","0.14%"
"06/25/2025","94.620","94.860","94.860","94.490","-0.08%"
"06/24/2025","94.700","94.730","94.730","94.550","0.16%"
"06/23/2025","94.550","94.280","94.550","94.280","0.05%"
"06/20/2025","94.500","94.600","94.600","94.390","0.08%"
"06/19/2025","94.420","94.490","94.560","94.420","-0.19%"
"06/18/2025","94.600","94.480","94.650","94.370","0.11%"
"06/17/2025","94.500","94.570","94.620","94.470","-0.17%"
"06/16/2025","94.660","94.430","94.730","94.290","0.19%"
"06/13/2025","94.480","94.770","94.800","94.460","-0.34%"
"06/12/2025","94.800","94.760","94.880","94.710","0.11%"
"06/11/2025","94.700","94.650","94.790","94.550","0.07%"
"06/10/2025","94.630","94.560","94.710","94.510","0.18%"
"06/09/2025","94.460","94.580","94.780","94.390","0.00%"
"06/06/2025","94.460","94.430","94.650","94.380","0.10%"
"06/05/2025","94.370","94.760","94.880","94.300","-0.36%"
"06/04/2025","94.710","94.820","94.850","94.610","-0.08%"
"06/03/2025","94.790","94.840","94.920","94.750","0.01%"
"06/02/2025","94.780","94.720","94.780","94.540","0.02%"
"05/30/2025","94.760","94.760","94.770","94.600","0.04%"
"05/29/2025","94.720","94.410","94.720","94.320","0.19%"
"05/28/2025","94.540","94.450","94.580","94.380","0.05%"
"05/27/2025","94.490","94.570","94.600","94.400","0.05%"
"05/26/2025","94.440","94.280","94.460","94.190","0.13%"
"05/23/2025","94.320","94.220","94.410","94.070","0.24%"
"05/22/2025","94.090","94.060","94.150","93.950","0.02%"
"05/21/2025","94.070","94.140","94.170","93.840","-0.22%"
"05/20/2025","94.280","94.240","94.360","94.130","0.04%"
"05/19/2025","94.240","94.130","94.280","93.890","0.06%"
"05/16/2025","94.180","94.160","94.260","94.070","0.20%"
"05/15/2025","93.990","93.680","93.990","93.650","0.38%"
"05/14/2025","93.630","93.660","93.840","93.630","-0.09%"
"05/13/2025","93.710","93.730","93.810","93.640","-0.10%"
"05/12/2025","93.800","94.050","94.080","93.750","-0.49%"
"05/09/2025","94.260","94.240","94.260","94.050","-0.15%"
"05/08/2025","94.400","94.520","94.570","94.360","-0.12%"
"05/07/2025","94.510","94.200","94.520","94.170","0.30%"
"05/06/2025","94.230","94.180","94.230","94.080","0.02%"
"05/05/2025","94.210","94.150","94.240","94.100","0.02%"
"05/02/2025","94.190","94.310","94.390","94.190","-0.28%"
"04/30/2025","94.450","94.260","94.450","94.260","0.21%"
"04/29/2025","94.250","94.250","94.300","94.100","0.01%"
"04/28/2025","94.240","94.280","94.280","94.100","-0.02%"
"04/25/2025","94.260","94.440","94.450","94.240","-0.23%"
"04/24/2025","94.480","94.080","94.480","94.080","0.46%"
"04/23/2025","94.050","94.100","94.200","93.970","-0.14%"
"04/22/2025","94.180","94.010","94.180","93.940","0.19%"
"04/17/2025","94.000","93.700","94.000","93.480","0.30%"
"04/16/2025","93.720","93.660","93.740","93.600","0.24%"
"04/15/2025","93.500","93.680","93.690","93.470","-0.16%"
"04/14/2025","93.650","93.290","93.650","93.260","0.59%"
"04/11/2025","93.100","93.050","93.230","92.870","-0.02%"
"04/10/2025","93.120","92.750","93.130","92.750","0.13%"
"04/09/2025","93.000","92.630","93.050","92.590","0.10%"
"04/08/2025","92.910","93.080","93.220","92.810","-0.16%"
"04/07/2025","93.060","93.320","93.530","93.000","-0.27%"
"04/04/2025","93.310","93.320","93.610","93.290","0.12%"
"04/03/2025","93.200","93.190","93.220","93.050","0.44%"
"04/02/2025","92.790","92.960","93.020","92.790","-0.14%"
"04/01/2025","92.920","92.770","93.050","92.770","0.23%"
"03/31/2025","92.710","92.890","92.890","92.710","0.01%"
"03/28/2025","92.700","92.760","92.760","92.610","0.18%"
"03/27/2025","92.530","92.460","92.560","92.420","0.25%"
"03/26/2025","92.300","92.380","92.420","92.300","-0.03%"
"03/25/2025","92.330","92.350","92.370","92.170","-0.04%"
"03/24/2025","92.370","92.280","92.400","92.260","0.02%"
"03/21/2025","92.350","92.210","92.350","92.160","0.21%"
"03/20/2025","92.160","92.240","92.320","92.130","0.09%"
"03/19/2025","92.080","92.230","92.230","92.020","0.04%"
"03/18/2025","92.040","92.050","92.050","91.950","-0.09%"
"03/17/2025","92.120","91.770","92.120","91.720","0.37%"
"03/14/2025","91.780","91.780","91.780","91.540","0.04%"
"03/13/2025","91.740","91.710","91.800","91.540","0.05%"
"03/12/2025","91.690","91.660","91.760","91.550","-0.01%"
"03/11/2025","91.700","91.800","91.810","91.640","-0.12%"
"03/10/2025","91.810","91.800","91.950","91.800","0.03%"
"03/07/2025","91.780","91.620","92.060","91.610","0.34%"
"03/06/2025","91.470","91.460","91.760","91.400","-0.47%"
"03/05/2025","91.900","92.730","92.840","91.800","-1.49%"
"03/04/2025","93.290","93.420","93.540","93.290","0.04%"
"03/03/2025","93.250","93.460","93.580","93.160","-0.31%"
"02/28/2025","93.540","93.500","93.590","93.440","0.11%"
"02/27/2025","93.440","93.380","93.440","93.220","0.07%"
"02/26/2025","93.370","93.150","93.390","93.150","0.20%"
"02/25/2025","93.180","93.040","93.190","93.000","0.25%"
"02/24/2025","92.950","92.960","93.050","92.860","-0.02%"
"02/21/2025","92.970","92.740","92.980","92.740","0.33%"
"02/20/2025","92.660","92.610","92.670","92.550","0.11%"
"02/19/2025","92.560","92.900","92.910","92.500","-0.42%"
"02/18/2025","92.950","92.880","93.000","92.860","-0.02%"
"02/17/2025","92.970","92.790","92.970","92.730","-0.12%"
"02/14/2025","93.080","93.180","93.180","93.000","-0.20%"
"02/13/2025","93.270","92.900","93.270","92.900","0.47%"
"02/12/2025","92.830","93.020","93.090","92.780","-0.19%"
"02/11/2025","93.010","93.300","93.310","92.960","-0.44%"
"02/10/2025","93.420","93.330","93.450","93.280","0.18%"
"02/07/2025","93.250","93.420","93.460","93.160","-0.18%"
"02/06/2025","93.420","93.340","93.450","93.160","0.04%"
"02/05/2025","93.380","93.290","93.440","93.270","0.25%"
"02/04/2025","93.150","93.110","93.150","92.950","-0.02%"
"02/03/2025","93.170","92.900","93.210","92.890","0.30%"
"01/31/2025","92.890","92.620","92.890","92.570","0.41%"
"01/30/2025","92.510","92.390","92.640","92.350","0.25%"
"01/29/2025","92.280","92.420","92.480","92.260","0.05%"
"01/28/2025","92.230","92.280","92.370","92.220","-0.02%"
"01/27/2025","92.250","92.330","92.460","92.250","0.10%"
"01/24/2025","92.160","92.390","92.400","92.040","-0.11%"
"01/23/2025","92.260","92.500","92.540","92.200","-0.29%"
"01/22/2025","92.530","92.560","92.710","92.470","-0.03%"
"01/21/2025","92.560","92.450","92.570","92.310","0.15%"
"01/20/2025","92.420","92.390","92.440","92.180","0.13%"
"01/17/2025","92.300","92.350","92.480","92.290","-0.02%"
"01/16/2025","92.320","92.090","92.320","91.980","0.20%"
"01/15/2025","92.140","91.490","92.140","91.410","0.89%"
"01/14/2025","91.330","91.550","91.590","91.310","-0.03%"
"01/13/2025","91.360","91.480","91.480","91.220","-0.28%"
"01/10/2025","91.620","91.880","91.880","91.600","-0.41%"
"01/09/2025","92.000","91.970","92.120","91.910","-0.11%"
"01/08/2025","92.100","92.410","92.440","92.100","-0.24%"
"01/07/2025","92.320","92.550","92.590","92.320","-0.11%"
"01/06/2025","92.420","92.420","92.590","92.400","-0.06%"
"01/03/2025","92.480","92.920","92.920","92.450","-0.43%"
"01/02/2025","92.880","92.890","93.110","92.850","0.02%"
"12/30/2024","92.860","92.770","92.870","92.730","0.12%"
"12/27/2024","92.750","92.840","92.860","92.570","-0.16%"
"12/23/2024","92.900","92.910","93.080","92.900","-0.29%"
"12/20/2024","93.170","93.100","93.220","93.010","0.17%"
"12/19/2024","93.010","93.010","93.140","92.960","-0.34%"
"12/18/2024","93.330","93.370","93.440","93.300","-0.11%"
"12/17/2024","93.430","93.270","93.540","93.200","0.03%"
"12/16/2024","93.400","93.550","93.550","93.310","-0.06%"
"12/13/2024","93.460","93.640","93.650","93.450","-0.29%"
"12/12/2024","93.730","94.110","94.280","93.710","-0.63%"
"12/11/2024","94.320","94.260","94.420","94.150","0.10%"
"12/10/2024","94.230","94.050","94.300","94.010","0.03%"
"12/09/2024","94.200","94.200","94.290","94.050","0.16%"
"12/06/2024","94.050","93.980","94.180","93.910","0.00%"
"12/05/2024","94.050","94.120","94.280","94.050","-0.05%"
"12/04/2024","94.100","93.900","94.100","93.790","0.22%"
"12/03/2024","93.890","93.900","94.050","93.850","-0.06%"
"12/02/2024","93.950","93.810","94.060","93.800","0.16%"
"11/29/2024","93.800","93.480","93.820","93.450","0.37%"
"11/28/2024","93.450","93.190","93.450","93.080","0.44%"
"11/27/2024","93.040","93.030","93.070","92.810","0.15%"
"11/26/2024","92.900","92.800","93.000","92.800","-0.05%"
"11/25/2024","92.950","92.800","92.970","92.600","0.20%"
"11/22/2024","92.760","92.310","92.880","92.310","0.38%"
"11/21/2024","92.410","92.140","92.450","92.070","0.16%"
"11/20/2024","92.260","92.250","92.260","92.110","-0.08%"
"11/19/2024","92.330","92.400","92.510","92.150","0.12%"
"11/18/2024","92.220","92.280","92.280","91.930","-0.16%"
"11/15/2024","92.370","92.250","92.520","92.250","0.05%"
"11/14/2024","92.320","91.880","92.320","91.860","0.44%"
"11/13/2024","91.920","91.750","92.010","91.720","0.00%"
"11/12/2024","91.920","91.940","92.250","91.920","-0.21%"
"11/11/2024","92.110","91.960","92.120","91.880","0.38%"
"11/08/2024","91.760","91.700","91.810","91.590","0.35%"
"11/07/2024","91.440","91.490","91.510","91.060","-0.11%"
"11/06/2024","91.540","91.910","91.910","91.400","0.04%"
"11/05/2024","91.500","91.560","91.640","91.430","-0.14%"
"11/04/2024","91.630","91.720","91.720","91.550","-0.01%"
"11/01/2024","91.640","91.640","91.840","91.570","-0.05%"
"10/31/2024","91.690","91.610","91.730","91.330","-0.20%"
"10/30/2024","91.870","92.490","92.600","91.840","-0.55%"
"10/29/2024","92.380","92.750","92.750","92.380","-0.35%"
"10/28/2024","92.700","92.450","92.850","92.450","0.02%"
"10/25/2024","92.680","92.850","93.200","92.620","-0.30%"
"10/24/2024","92.960","92.780","93.000","92.770","0.44%"
"10/23/2024","92.550","92.500","92.620","92.500","0.13%"
"10/22/2024","92.430","92.500","92.580","92.320","-0.18%"
"10/21/2024","92.600","93.270","93.280","92.600","-0.88%"
"10/18/2024","93.420","93.090","93.420","93.090","0.30%"
"10/17/2024","93.140","93.030","93.290","92.920","0.06%"
"10/16/2024","93.080","92.930","93.080","92.810","0.36%"
"10/15/2024","92.750","92.560","92.750","92.500","0.48%"
"10/14/2024","92.310","92.300","92.350","92.240","0.12%"
"10/11/2024","92.200","92.310","92.320","92.000","-0.11%"
"10/10/2024","92.300","92.150","92.300","92.000","0.08%"
"10/09/2024","92.230","92.350","92.380","92.210","-0.07%"
"10/08/2024","92.290","92.220","92.290","92.090","0.15%"
"10/07/2024","92.150","92.420","92.480","92.150","-0.32%"
"10/04/2024","92.450","92.760","92.830","92.450","-0.42%"
"10/03/2024","92.840","93.050","93.050","92.780","-0.23%"
"10/02/2024","93.050","93.260","93.260","92.980","-0.26%"
"10/01/2024","93.290","92.990","93.450","92.990","0.43%"
"09/30/2024","92.890","92.860","92.970","92.640","-0.05%"
